customer_code,id_code,link_url
individual,,
KAI,,
MIHA,,
SKAI,,
SMIHA,,
0000,,
0001,,
0002,,
0003,,
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,,
109,,
110,,
111,,
112,,
113,,
114,,
115,,
116,,
117,,
118,,
119,,
120,,
121,,
122,,
1282,,
2795,,
2798,,
2801,,
9999,,
